,text,label
1178,ravalli county set new single day record covid case confirmed case friday httpstcopqpifagucj,1
1179,incase wondering cat lady took cat walk trying get pic,0
1180,stand david awesome revived beautiful girl almost melt,0
1181,going miss serving lunch year covid away,1
1182,american died covid one day number could keep growing httpstcoghgvnmga,1
1183,said thanks man lol know ive taking much time lately gonna suck hes gone,0
1184,wife awesome mention correct book,0
1185,tryin get john get ure talkin,0
1186,youre vulcan mind awesome line,0
1187,getting covid first positive thing heard russian asset eldest spawn httpstcojmyodwop,1
1188,lead get way florida mayor voice frustration state nears covid case,1
1189,well learned something new bike shortage likely last next year possibly httpstcofyv,1
1190,yes pretty long week weekend come,0
1191,ive got killer headache,0
1192,twitter much behaving tonight ill say night,0
1193,mama scheduled held dec also grasping situation mama side said change,1
1194,hello thanks following,0
1195,already home dane cook wasnt able stay whole show,0
1196,absolutely true weetminster shown advocte malthusian policy shread vaccine killing matter wont matter httpstcoyisbykng,1
1197,owie head hurt,0
1198,vaccine entirely voluntary,1
1199,noooooooooooo said mum rather magnum love,0
1200,manipulation death data nothing new selling vaccine depopulation control httpstcoojymribsg,1
1201,missing love already,0
1202,headache right really need get better,0
1203,managed get four hour sleep small burst last night fun hopefully getting ear pierced today turn,0
1204,frightening new era parenthood lark sure coping well,0
1205,ontario report new covid case new death related virus,1
1206,doubt going happen taken sage advice month ago used local public health instead hopeless tract trace enough isolate mate given contract money spent take away restaurant meal people dead due atroshus decision tory govn,1
1207,well course would order frm papa dnt deliver far,0
1208,dog emptied bin bag guinea pig hutch sweeping patio may establish dogfree zone rate fail,0
1209,sound tiring freelancer guess hur hur,0
1210,last night lotsa fun pain,0
1211,run outside naked cuz dared,0
1212,doe bet windsor castle vaccine covid know outcome election,1
1213,need comms around vaccine start focusing proven iestop person vaccinated infected spreading covid folk start getting jabbed immediately follow risky behaviour infects others,1
1214,sunny day poios kserei xionisei bradu leme later,0
1215,man gave whatever could one needed,1
1216,apologising day sulking manbaby govt middle,1
1217,yes yes yes sound ummmm never mind,0
1218,feel heart soul,1
1219,honored joined global seminar postcovid era inspired dedication,1
1220,insta please watch five minute live today regarding severity covid stay,1
1221,must nice corona case watching india match stadium full chii chii,1
1222,good virus transmission covid important stop,1
1223,nuggest post comment shut think really send one shut,0
1224,virus flu please educate,1
1225,may lucky get bailed error like karnataka madhya pradesh see rahasthan chattisgarh,1
1226,lol joleen funny like hyper already party doesnt start six half hour still,0
1227,watching boy flower work day officially complete,0
1228,county new case sunday,1
1229,need type apositive rajiv gandhi cancer hospital blood component need plasma delhi blood covid,1
1230,last moment life look like please wear mask safe,1
1231,couple walk week actively avoid draw attention people walk straight either clue invisible httpstcofcvowebh,1
1232,want know covid affected learner aged wale let know take part survey today closin,1
1233,vaccine distribution full effect change name operation warp spe,1
1234,lol nice dont want disowned make sad liz,0
1235,someone badly misjudged httpstcooqwiahtt,1
1236,miss college day month summer vacation,0
1237,tomorrow start school week holiday,0
1238,wish friday would come sooner,0
1239,middle world pandemic nothing typical forever asked keep school open right safe worksites,1
1240,denmark cull million mink virus mutation concern mink farm across europe raising alarm mutated,1
1241,swedens death compare awfully toll neighbor nation lockdown denmark lithuania,1
1242,stupid stupid laziness stupid usual russian delay everything,0
1243,boreddd sister doesnt like sunny pic took,0
1244,feel seeeeeen thread worth reading httpstcogikjyhcwfa,1
1245,offering send duck love love love confit duck,0
1246,valve officially wrong apart releasing game mac,0
1247,youre back actually nominated incredibly qualified jurist senate job confirme,1
1248,remember released lockdown started award hour,1
1249,never thank hope good,0
1250,hour gone able get new vid card work worried sploded least still work,0
1251,gonna sleep hangover really kicking,0
1252,sorry know today day dont let anyone keep claiming,0
1253,word bono hate gen admission ticket hows evening dinner parking concert,0
1254,hey fake jake asking taylor httpstcotoqavuueuf,1
1255,cant wait til tomorrow gona great friend comin friend bday,0
1256,looking job either political research social policy open private public sectorhold philosophy politics economics ppe distinction international political economy,1
1257,possibly worse slaughtering goat except goat restricting outside play could increase inside play spread greater,1
1258,dereliction duty america right elect obvious imbecile presidency,1
1259,ready start day time ready massive cold chain facility near hare poised play,1
1260,case needed reason support got retire mcconnell truly heal america,1
1261,work saturday never totally ruined weekend need nap,0
1262,hug question wish known answer least social distancing dont,1
1263,perfect comparison theres cure cancer although cancer lethal theres cure covid covid isnt always lethal,1
1264,work drupal sharepoint well dont see combination often,0
1265,inlineediting pixelpositionieren nich gut,0
1266,texan stupid racist deserve covid die happy libs texas waste time,1
1267,america doe want one detail care act help working american help corporation moscow massacre mitch mcconnell give fuxk,1
1268,gotta tell covid flu,1
1269,iyaah everything perfect weddingg wheeeeeee,0
1270,high quality test trace followed properly quarantining infected pretty effective hard lockdown idiot antilockdown antimaskers arent liberty wander streetsplus one suspect lot dead people counted,1
1271,day cant wait,0
1272,another question many actually take vaccine answer say lot fear distrust warranted real structural inequality within medicine need looking,1
1273,good disgraceful httpstcorentokuycw,1
1274,hun hate twitter made one,0
1275,monday world heard oxford covid vaccine astrazeneca highly effective quickly followed,1
1276,aiiight ill san antonio possibly hopefully another date awesome ill definitely see yall,0
1277,dont photo showing feel naked maybe put naked photo show dunno,0
1278,new information covid provide respect,1
1279,wait new iphone,0
1280,covid came canada thanks govt repeated government assertion per cent money going toward covid emergency spending coming ottawa poli,1
1281,continue social distancing wearing face covering washing hand frequently help protect others around learn covid stop,1
1282,perfect six hopefully theyre equal six day,0
1283,change mind first line honey still free take chance love,0
1284,covid harsh restriction biden win look new york elderly jew persecuted wanting worship rioter get free pas,1
